Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,
04/01/2023,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.01,0.05,0.04,0.01,0.01,0.01,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.01,0.05,
05/01/2023,0.03,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.03,0.05,0.01,
06/01/2023,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,
07/01/2023,0.01,0.05,0.03,0.01,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.03,0.05,0.02,0.01,0.01,0.02,0.05,0.05,0.03,0.03,0.01,0.18,0.02,0.05,0.05,0.04,0.02,0.06,0.06,0.06,0.07,0.07,0.05,0.01,0.01,
08/01/2023,0.01,0.01,0.03,0.05,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.05,0.02,0.01,0.01,0.01,0.01,0.04,0.18,0.09,0.04,0.04,0.14,0.07,0.04,0.03,0.02,0.11,0.07,0.1,0.05,0.05,0.8,0.55,0.02,0.19,0.06,0.06,0.02,0.05,0.05,0.03,0.01,0.01,
09/01/2023,0.01,0.03,0.05,0.01,0.01,0.01,0.01,0.03,0.05,0.02,0.01,0.01,0.01,0.01,0.18,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.01,0.22,0.52,0.16,0.01,0.03,0.03,0.01,0.01,
10/01/2023,0.01,0.04,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.15,0.06,0.04,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.04,0.06,0.61,0.21,0.06,0.01,0.02,0.01,0.05,0.01,0.01,0.01,
11/01/2023,0.03,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.15,0.06,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.29,0.47,0.03,0.14,0.02,0.04,
12/01/2023,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.05,0.01,0.02,0.8,0.06,0.05,0.06,0.03,0.02,0.04,0.09,0.04,0.03,0.06,0.17,0.81,0.15,0.17,0.03,0.01,0.02,0.02,0.05,0.02,0.01,0.01,0.02,0.05,0.01,0.01,
13/01/2023,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.16,0.07,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.04,0.01,0.02,0.16,0.04,0.02,0.01,0.03,
14/01/2023,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.08,0.2,0.06,0.16,0.01,0.04,0.02,0.14,0.05,0.07,0.07,0.57,0.55,0.49,0.14,0.13,0.13,0.2,0.04,0.02,0.01,0.01,0.04,0.06,0.01,0.01,0.05,
15/01/2023,0.04,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.02,0.22,0.08,0.08,0.04,0.01,0.02,0.05,1.38,0.03,0.11,0.02,0.05,0.01,0.01,0.01,0.01,0.05,0.13,0.05,0.01,0.14,0.05,0.01,0.01,0.01,0.01,0.05,0.01,
16/01/2023,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.19,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.05,0.02,0.02,0.78,0.37,0.09,0.02,0.02,
17/01/2023,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.03,0.2,0.06,0.2,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.05,
18/01/2023,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.01,0.05,
19/01/2023,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.02,
20/01/2023,0.03,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.08,0.17,0.11,0.04,0.06,0.04,0.08,0.06,0.05,0.3,0.04,0.26,0.8,0.01,0.21,0.27,0.06,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,
21/01/2023,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.04,0.02,0.17,0.04,0.11,0.19,0.02,0.04,0.06,0.02,0.05,0.01,0.02,0.02,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.05,
22/01/2023,0.03,0.01,0.01,0.01,0.03,0.17,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.01,0.03,0.04,0.03,0.05,0.03,0.01,0.16,0.04,0.02,0.05,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.19,0.69,1.06,0.54,0.05,0.16,0.24,0.07,0.01,0.03,0.01,0.04,0.02,
23/01/2023,0.03,0.01,0.01,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.14,0.07,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.01,0.05,0.05,0.09,0.12,0.01,0.06,0.03,0.01,0.01,0.01,0.04,
24/01/2023,0.03,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.13,0.06,0.03,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,
25/01/2023,0.02,0.05,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.04,0.03,0.08,0.13,0.03,0.03,0.14,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.04,
26/01/2023,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.19,0.06,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.15,0.4,1.16,0.07,0.04,0.01,0.01,0.01,
27/01/2023,0.05,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.2,0.07,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,
28/01/2023,0.03,0.03,0.01,0.03,0.02,0.03,0.03,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.02,0.2,0.47,1.13,0.03,0.04,0.13,0.02,0.06,0.04,0.02,0.07,0.05,0.07,0.05,0.04,0.18,0.02,0.17,0.03,0.04,0.01,0.02,0.01,0.06,0.01,0.05,0.03,
29/01/2023,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.04,0.04,0.02,0.07,0.42,1.23,0.29,0.01,0.03,0.45,0.57,0.74,0.18,0.05,0.07,1.05,0.62,0.74,0.08,0.13,0.05,0.02,0.04,0.06,0.15,0.07,0.04,0.03,0.03,0.01,
30/01/2023,0.04,0.01,0.01,0.04,0.01,0.01,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.2,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.04,0.05,0.16,0.01,0.02,0.07,0.03,0.02,0.01,0.04,
31/01/2023,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.16,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.09,0.16,0.02,0.01,
01/02/2023,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.14,0.05,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.04,0.7,0.41,0.06,0.05,0.45,0.4,0.27,0.02,0.19,0.02,0.02,0.01,
02/02/2023,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.18,0.04,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.03,0.03,0.08,0.15,
03/02/2023,0.05,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.2,0.04,0.01,0.04,0.03,0.01,0.02,0.04,0.06,0.06,0.13,0.04,0.03,0.06,0.03,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.02,0.02,0.04,0.02,
04/02/2023,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.08,0.74,1.15,0.31,0.02,0.01,0.15,0.03,0.02,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0.05,0.02,0.01,
05/02/2023,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.06,0.02,0.05,0.01,0.01,0.01,0.03,0.03,0.04,0.05,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,
06/02/2023,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.36,0.06,0.05,0.02,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.01,0.01,
07/02/2023,0.01,0.04,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.37,0.35,0.32,0.52,0.21,0.03,0.02,0.04,0.02,0.01,0.01,
08/02/2023,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.13,0.04,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.06,0.38,
09/02/2023,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.1,0.06,0.01,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.04,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.42,0.86,0.83,1.02,0.05,0.03,0.01,
10/02/2023,0.01,0.02,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.03,0.01,0.12,0.06,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.13,0.16,0.01,0.12,0.05,0.01,0.01,0.01,0.05,0.02,
11/02/2023,0.02,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.02,0.01,0.01,0.99,0.06,0.17,0.72,0.87,0.11,0.45,0.42,0.46,0.24,0.05,0.04,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.03,0.02,0.15,0.03,0.01,0.02,
12/02/2023,0.03,0.05,0.01,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.03,0.04,0.01,0.02,0.24,0.95,0.06,0.03,0.01,0.03,0.03,0.09,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.49,
13/02/2023,1.03,0.03,0.03,0.03,0.02,0.03,0.02,0.02,0.04,0.01,0.02,0.03,0.01,0.01,0.05,0.01,0.17,0.06,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.12,0.1,0.02,0.06,0.08,0.03,
14/02/2023,0.02,0.03,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.18,0.95,0.03,0.02,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.05,0.05,0.01,0.01,0.01,0.04,0.03,0.01,
15/02/2023,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.04,0.01,0.02,0.03,0.14,0.15,0.06,0.05,0.07,0.03,0.03,0.05,0.03,0.02,
16/02/2023,0.01,0.05,0.02,0.01,0.01,0.04,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.13,0.06,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.34,0.45,0.03,
17/02/2023,0.02,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.19,0.03,0.03,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.42,0.63,0.09,0.02,0.05,0.03,0.01,0.02,0.04,
18/02/2023,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.02,0.04,0.22,0.94,0.79,1.04,0.01,0.01,0.04,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,
19/02/2023,0.02,0.02,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.02,0.04,0.35,0.01,0.01,0.03,0.05,0.03,0.01,0.04,0.02,0.01,0.03,0.51,0.06,0.03,0.1,0.93,0.02,0.07,0.02,0.02,0.04,0.01,0.03,0.03,0.01,0.02,
20/02/2023,0.04,0.01,0.01,0.05,0.04,0.02,0.05,0.02,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.02,0.03,0.03,0.03,0.87,0.02,0.01,0.05,0.04,0.01,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.05,0.01,
21/02/2023,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,
22/02/2023,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.81,0.33,0.96,0.24,0.08,0.03,0.06,0.02,0.04,
23/02/2023,0.01,0.04,0.01,0.04,0.01,0.04,0.02,0.01,0.04,0.01,0.02,0.03,0.01,0.02,0.2,0.04,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.02,0.01,
24/02/2023,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.04,0.03,0.08,0.05,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.07,0.39,0.01,0.02,0.05,0.01,0.01,0.03,
25/02/2023,0.03,0.01,0.01,0.04,0.06,0.01,0.02,0.05,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.03,0.03,0.01,0.02,0.18,0.04,0.03,0.13,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.01,0.02,0.1,0.13,0.02,0.01,0.02,0.06,0.02,0.01,0.01,
26/02/2023,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.05,0.19,0.04,0.03,0.04,0.01,0.96,1.04,0.14,0.05,0.03,0.18,0.39,0.51,0.2,0.06,0.03,0.04,0.03,0.19,0.05,0.06,0.01,0.01,0.01,0.05,0.02,
27/02/2023,0.01,0.01,0.04,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.02,0.05,0.02,0.17,0.05,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.01,0.06,0.05,0.17,0.02,0.08,0.03,0.02,0.02,0.04,
28/02/2023,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.03,0.04,0.01,0.18,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.04,0.02,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.03,0.29,0.46,0.31,0.13,0.03,0.16,0.03,0.05,0.01,0.01,
01/03/2023,0.02,0.04,0.01,0.01,0.02,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.07,0.01,0.01,0.01,0.04,0.02,0.16,0.02,0.05,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.05,
02/03/2023,0.06,0.02,0.02,0.01,0.03,0.03,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.03,0.03,0.01,0.01,0.01,0.18,0.03,0.01,0.01,0.06,0.02,0.03,0.05,0.02,0.01,0.01,0.04,0.03,0.01,0.01,0.02,0.05,0.01,0.01,0.01,0.04,0.02,0.03,0.22,0.14,1.06,0.04,0.04,0.02,0.01,
