Date,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,
01/05/2023,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.03,0.04,0.01,0.01,0.02,0.05,0.41,0.03,0.02,0.01,0.05,0.02,0.62,0.28,0.98,1.18,0.08,0.04,0.04,0.02,0.16,0.85,0.03,0.07,0.05,0.18,0.02,0.02,0.05,0.02,0.01,0.04,0.01,0.01,
02/05/2023,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.17,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.01,0.05,0.01,0.02,0.02,
03/05/2023,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.01,0.15,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.06,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.04,0.04,0.02,0.01,0.05,
04/05/2023,0.02,0.01,0.01,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.04,0.01,0.01,0.22,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.37,0.02,0.07,0.06,0.01,0.02,
05/05/2023,0.04,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.01,0.01,0.02,0.05,0.19,0.02,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.03,0.01,
06/05/2023,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.04,0.02,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.04,0.14,0.1,0.14,0.01,0.02,0.04,0.01,0.01,0.04,0.04,0.02,0.03,0.05,0.02,0.02,0.05,0.03,0.02,0.02,0.05,0.05,0.03,0.06,
07/05/2023,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.02,0.02,0.33,0.78,1.09,0.43,0.04,0.01,0.02,0.06,0.5,1.13,1.01,0.28,0.05,0.03,0.03,0.03,0.13,0.02,0.02,0.06,0.04,0.06,0.03,0.01,
08/05/2023,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.03,0.23,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.49,0.07,0.03,0.04,0.05,0.16,0.02,0.01,0.05,0.02,
09/05/2023,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.19,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.28,0.01,0.05,0.04,0.02,0.02,0.04,0.01,0.01,0.05,
10/05/2023,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.2,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.07,0.04,0.06,0.02,0.01,
11/05/2023,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.23,0.06,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.5,0.07,0.04,0.02,0.05,0.01,0.01,
12/05/2023,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.06,0.03,0.03,0.05,0.03,0.01,0.01,0.2,0.04,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.03,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.03,0.04,0.04,0.01,0.01,
13/05/2023,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.01,0.05,0.01,0.01,0.03,0.04,0.92,0.07,0.03,0.09,0.02,0.06,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.02,0.04,0.05,0.02,0.01,0.05,0.01,0.01,
14/05/2023,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.02,0.12,2.1,0.91,0.19,0.05,0.02,0.01,0.04,0.13,0.36,0.47,0.02,0.15,0.02,0.02,0.03,0.01,0.05,0.02,0.05,0.03,0.04,0.04,0.01,0.05,0.02,0.02,0.04,
15/05/2023,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.04,0.22,0.04,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.03,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.02,0.03,0.04,0.01,0.01,0.04,
16/05/2023,0.02,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.02,0.05,0.01,0.01,0.05,0.22,0.05,0.03,0.01,0.01,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.04,0.02,0.01,0.02,0.06,0.02,0.01,0.03,0.03,0.01,0.01,
17/05/2023,0.05,0.02,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.01,0.05,0.01,0.01,0.16,0.04,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.06,0.05,0.49,0.27,0.07,0.01,0.01,0.04,0.03,0.01,
18/05/2023,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.19,0.04,0.01,0.02,0.04,0.01,0.01,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.04,0.04,0.02,0.02,0.05,0.01,0.01,
19/05/2023,0.04,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.01,0.21,0.04,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.01,
20/05/2023,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.05,0.02,0.06,0.05,0.02,0.01,0.03,0.05,0.03,0.05,0.03,0.01,0.34,0.58,0.02,0.01,0.04,0.04,0.01,0.01,0.05,0.02,0.01,0.05,0.03,0.01,0.03,
21/05/2023,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.03,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.01,0.02,0.05,0.03,0.26,0.08,0.04,0.03,0.03,0.01,0.05,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.05,0.01,0.08,0.57,1.64,0.9,0.08,0.12,0.05,0.03,0.03,0.05,0.02,0.05,0.02,
22/05/2023,0.04,0.03,0.02,0.04,0.01,0.05,0.02,0.02,0.04,0.01,0.04,0.02,0.01,0.05,0.14,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.05,0.01,
23/05/2023,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.02,0.04,0.01,0.01,0.22,0.03,0.01,0.03,0.03,0.01,0.02,0.04,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.04,0.03,0.01,0.42,0.66,0.03,0.02,0.05,0.02,0.01,0.04,
24/05/2023,0.02,0.01,0.03,0.03,0.01,0.03,0.04,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.13,0.07,0.03,0.03,0.05,0.02,0.01,0.03,0.04,0.01,0.01,0.05,0.02,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.01,0.04,0.03,0.11,0.11,0.64,0.41,0.07,0.04,0.02,0.05,0.01,0.02,0.05,
25/05/2023,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.06,0.01,0.01,0.05,0.02,0.14,0.05,0.01,0.04,0.03,0.03,0.07,0.03,0.02,0.05,0.01,0.03,0.03,0.38,0.05,0.02,0.03,0.05,0.01,0.02,0.05,0.01,0.01,0.05,0.01,
26/05/2023,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.21,0.04,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.03,0.02,0.04,0.03,0.01,0.03,0.04,0.01,
27/05/2023,0.02,0.05,0.01,0.01,0.05,0.01,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.35,0.07,0.03,0.04,0.02,0.01,0.04,0.03,0.01,0.05,0.04,0.02,0.2,0.05,0.03,0.01,1,0.8,0.1,0.01,0.05,0.03,0.01,0.03,0.05,0.02,0.03,0.06,0.02,0.01,0.05,
28/05/2023,0.03,0.01,0.04,0.06,0.02,0.06,0.04,0.01,0.02,0.05,0.02,0.01,0.05,0.03,0.01,0.04,0.03,0.06,0.11,0.45,0.38,1.24,0.32,0.09,0.04,0.02,0.01,0.05,0.49,1.12,0.44,0.37,0.23,0.12,0.05,0.01,0.05,0.01,0.07,0.05,0.05,0.1,0.1,0.06,0.02,0.04,0.03,0.02,
29/05/2023,0.04,0.01,0.05,0.02,0.03,0.03,0.01,0.05,0.01,0.02,0.04,0.01,0.04,0.02,0.16,0.04,0.01,0.04,0.02,0.01,0.05,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.04,0.02,0.04,0.07,0.02,0.01,0.05,0.02,
30/05/2023,0.01,0.05,0.03,0.01,0.04,0.04,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.21,0.07,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.01,0.03,0.04,0.01,0.06,0.06,0.02,0.03,
31/05/2023,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.21,0.04,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.06,0.03,0.05,0.05,0.02,0.01,0.05,0.03,0.01,0.04,0.03,0.01,0.03,0.08,0.1,0.03,0.05,0.01,0.02,
01/06/2023,0.05,0.01,0.01,0.05,0.01,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.04,0.03,0.15,0.05,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.05,0.02,0.01,0.05,0.01,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.25,0.05,0.01,
02/06/2023,0.02,0.05,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.16,0.06,0.01,0.01,0.05,0.01,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,
03/06/2023,0.05,0.01,0.01,0.05,0.01,0.01,0.06,0.02,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.02,0.02,0.12,0.1,0.35,0.16,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.07,0.1,0.09,0.04,0.01,0.04,0.03,0.01,0.04,
04/06/2023,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.01,0.42,0.09,0.03,0.07,0.19,0.59,0.2,0.04,0.01,0.11,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.03,
05/06/2023,0.04,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.03,0.13,0.01,0.02,0.04,0.73,0.49,0.01,0.06,0.14,0.09,0.04,0.02,0.05,0.01,0.03,0.03,0.01,
06/06/2023,0.04,0.02,0.02,0.05,0.01,0.03,0.03,0.01,0.04,0.02,0.01,0.05,0.01,0.02,0.28,0.03,0.02,0.04,0.01,0.03,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.02,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.19,0.84,0.19,0.07,0.03,0.02,0.04,0.02,0.01,
07/06/2023,0.05,0.01,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.03,0.19,0.03,0.05,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.01,0.02,0.04,0.01,0.02,0.09,0.01,0.25,0.13,0.13,0.24,0.06,0.05,0.03,0.01,0.05,0.03,0.01,
08/06/2023,0.05,0.02,0.01,0.05,0.05,0.03,0.06,0.04,0.01,0.03,0.05,0.01,0.02,0.05,0.17,0.05,0.02,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.15,0.27,0.06,0.02,0.01,0.05,0.02,
09/06/2023,0.01,0.04,0.03,0.01,0.03,0.04,0.01,0.02,0.05,0.01,0.02,0.05,0.01,0.01,0.21,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.06,
10/06/2023,0.01,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.05,0.02,0.01,0.04,0.02,0.01,0.04,0.02,0.01,0.04,0.04,0.01,0.22,0.88,0.89,0.55,0.08,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.04,0.04,0.12,0.16,0.13,0.09,0.04,0.01,0.04,0.3,0.11,0.17,0.12,0.06,0.02,0.02,
11/06/2023,0.04,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.02,0.04,0.01,0.02,0.05,0.02,0.05,0.09,0.73,0.28,0.09,0.01,0.05,0.02,0.04,0.16,0.13,0.14,0.59,0.06,0.09,0.11,0.11,0.17,0.16,0.16,0.31,0.04,0.01,0.04,0.03,0.01,0.04,0.05,0.01,
12/06/2023,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.17,0.06,0.01,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.37,0.37,0.39,0.37,0.05,0.79,1,0.13,0.05,0.05,0.02,0.05,0.01,0.05,0.02,0.04,
13/06/2023,0.02,0.03,0.03,0.02,0.04,0.01,0.05,0.02,0.03,0.04,0.01,0.05,0.02,0.03,0.24,0.03,0.01,0.05,0.01,0.03,0.04,0.01,0.04,0.02,0.01,0.05,0.01,0.02,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.35,0.06,0.02,0.04,0.03,0.01,0.05,
14/06/2023,0.02,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,0.21,0.02,0.02,0.04,0.01,0.03,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.05,0.07,0.1,0.04,0.01,0.04,
15/06/2023,0.06,0.03,0.06,0.04,0.01,0.04,0.04,0.01,0.04,0.04,0.01,0.04,0.03,0.01,0.2,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.02,0.04,0.01,0.03,0.05,0.02,0.03,0.04,0.01,
16/06/2023,0.04,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.2,0.05,0.01,0.04,0.02,0.01,0.05,0.01,0.02,0.04,0.01,0.03,0.03,0.01,0.04,0.02,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.05,0.02,0.02,
17/06/2023,0.05,0.01,0.03,0.04,0.01,0.03,0.23,0.12,0.05,0.02,0.02,0.05,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.02,0.01,0.5,0.61,1.37,0.54,0.03,0.01,0.05,0.02,0.4,0.84,1.01,0.35,0.15,0.05,0.03,0.01,0.05,0.03,0.03,0.06,0.04,0.01,0.04,
18/06/2023,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.05,0.03,0.01,0.07,0.02,0.06,0.05,0.02,0.01,0.05,0.03,0.01,0.08,0.32,0.94,0.08,0.04,0.09,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.02,0.02,0.5,0.44,0.17,0.05,0.03,0.06,0.03,0.03,
19/06/2023,0.04,0.02,0.05,0.01,0.05,0.01,0.04,0.02,0.03,0.04,0.01,0.05,0.01,0.05,0.31,0.03,0.02,0.05,0.01,0.04,0.03,0.02,0.05,0.01,0.03,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.16,0.33,0.13,0.12,0.07,0.03,0.05,0.03,0.01,0.05,0.02,
20/06/2023,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.21,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.03,0.04,0.25,1.16,0.1,0.06,0.04,0.04,0.02,0.04,0.03,0.01,0.04,0.03,
21/06/2023,0.01,0.05,0.02,0.02,0.05,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.05,0.03,0.22,0.04,0.01,0.05,0.05,0.05,0.04,0.01,0.03,0.04,0.01,0.03,0.05,0.01,0.03,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.34,
22/06/2023,0.03,0.03,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.01,0.05,0.17,0.05,0.02,0.01,0.05,0.02,0.02,0.05,0.01,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.05,0.02,0.05,0.04,0.02,0.05,0.03,0.04,0.03,0.01,
23/06/2023,0.05,0.02,0.01,0.05,0.01,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.04,0.03,0.01,0.2,0.03,0.01,0.04,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.03,0.03,0.01,0.15,0.14,0.02,0.06,0.02,0.02,0.04,0.11,0.48,0.15,0.13,0.16,0.1,0.01,
24/06/2023,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.01,0.04,0.03,0.01,0.05,0.02,0.02,0.05,0.01,0.03,0.04,0.02,0.15,0.48,0.65,0.63,0.94,0.59,0.22,0.02,0.05,0.05,0.01,0.04,0.03,0.03,0.07,0.11,0.17,0.16,0.08,0.06,0.03,0.02,0.06,0.02,0.05,0.07,0.04,0.05,0.02,
25/06/2023,0.03,0.05,0.01,0.04,0.04,0.01,0.05,0.03,0.01,0.05,0.02,0.02,0.05,0.02,0.02,0.05,0.01,0.03,0.05,0.01,0.03,0.04,0.01,1.14,0.07,0.03,0.05,0.02,0.06,0.5,0.24,0.28,0.47,0.68,0.35,1.18,0.06,0.42,0.16,0.06,0.08,0.03,0.04,0.06,0.01,0.05,0.02,0.05,
26/06/2023,0.05,0.05,0.04,0.01,0.04,0.05,0.05,0.02,0.01,0.05,0.05,0.01,0.02,0.22,0.06,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.05,0.03,0.01,0.03,0.05,0.03,0.01,0.02,0.66,0.55,0.24,0.19,0.1,0.02,0.04,0.05,0.04,0.01,
27/06/2023,0.04,0.05,0.03,0.01,0.04,0.06,0.05,0.02,0.06,0.05,0.05,0.03,0.01,0.08,0.07,0.05,0.02,0.01,0.03,0.05,0.04,0.01,0.02,0.05,0.05,0.01,0.01,0.05,0.05,0.02,0.01,0.03,0.05,0.03,0.01,0.02,0.05,0.05,0.01,0.03,0.08,0.09,0.02,0.03,0.06,0.04,0.01,0.01,
28/06/2023,0.05,0.05,0.02,0.01,0.03,0.05,0.03,0.01,0.02,0.05,0.04,0.01,0.01,0.18,0.06,0.03,0.01,0.02,0.05,0.04,0.01,0.01,0.05,0.05,0.01,0.01,0.04,0.05,0.02,0.01,0.04,0.05,0.02,0.01,0.03,0.05,0.03,0.01,0.4,0.17,0.14,0.04,0.05,0.05,0.02,0.01,0.04,0.05,
29/06/2023,0.01,0.01,0.04,0.05,0.02,0.01,0.03,0.05,0.02,0.01,0.03,0.05,0.03,0.11,0.06,0.04,0.01,0.01,0.05,0.05,0.01,0.01,0.04,0.05,0.02,0.01,0.03,0.05,0.02,0.01,0.03,0.05,0.03,0.01,0.02,0.05,0.04,0.01,0.01,0.05,0.05,0.01,0.01,0.04,0.05,0.02,0.01,0.03,
